,GEO_ID,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,state,county,tract,block group,percent_bipoc,per capita income,Temperature (Degrees C)__count,Temperature (Degrees C)__nodata_count,Temperature (Degrees C)__sum,Temperature (Degrees C)__mean,Urban Nature Supply (m2/person)__count,Urban Nature Supply (m2/person)__nodata_count,Urban Nature Supply (m2/person)__sum,Urban Nature Supply (m2/person)__mean,Total Carbon (Mg)__count,Total Carbon (Mg)__nodata_count,Total Carbon (Mg)__sum,Total Carbon (Mg)__mean,Aboveground Carbon (Mg)__count,Aboveground Carbon (Mg)__nodata_count,Aboveground Carbon (Mg)__sum,Aboveground Carbon (Mg)__mean,Belowground Carbon (Mg)__count,Belowground Carbon (Mg)__nodata_count,Belowground Carbon (Mg)__sum,Belowground Carbon (Mg)__mean,Soil Carbon (Mg)__count,Soil Carbon (Mg)__nodata_count,Soil Carbon (Mg)__sum,Soil Carbon (Mg)__mean,Dead Carbon (Mg)__count,Dead Carbon (Mg)__nodata_count,Dead Carbon (Mg)__sum,Dead Carbon (Mg)__mean,percent_bipoc_q_bins,temperature_q_bins,bivariate_bipoc_temperature,bivariate_bipoc_temperature_colors,per_capita_income_q_bins,bivariate_income_temperature,bivariate_income_temperature_colors
10,480291107001,G48002901107001,48,029,110700,1,480291107001,Block Group 1,G5030,S,1057560.0,0.0,+29.4389386,-098.5036913,5750.5916835,1057560.89684,48,029,110700,1,0.8615071283095723,18035.0,1173.0,0.0,51209.26260041029,43.65666035840605,1173.0,0.0,20586.087100982666,17.54994637764933,1183.0,0.0,18255.1728515625,15.4312534670858,1183.0,0.0,4831.94677734375,4.0844858641959005,1183.0,0.0,124.43863010406494,0.1051890364362341,1183.0,0.0,12921.486328125,10.922642711855453,1183.0,0.0,377.3018493652344,0.31893647452682533,1,2,12,#b36600,2,22,#000000
11,480291110001,G48002901110001,48,029,111000,1,480291110001,Block Group 1,G5030,S,286007.0,0.0,+29.4410263,-098.4686482,2155.41759384,286005.90781,48,029,111000,1,0.8379084967320262,21938.0,320.0,0.0,13920.492519378662,43.50153912305832,320.0,0.0,10775.733528137207,33.67416727542877,309.0,0.0,7050.93115234375,22.81854741858819,309.0,0.0,1232.442138671875,3.9884858856694985,309.0,0.0,3.430586338043213,0.011102221158715899,309.0,0.0,5751.2626953125,18.61250063207929,309.0,0.0,63.79631805419922,0.20646057622718195,1,2,12,#b36600,1,12,#b36600
12,480291110002,G48002901110002,48,029,111000,2,480291110002,Block Group 2,G5030,S,719792.0,0.0,+29.4384078,-098.4688680,5561.42264776,719787.879337,48,029,111000,2,0.8218262806236081,30335.0,821.0,0.0,35767.26511383057,43.56548734936732,824.0,0.0,24181.902948379517,29.346969597547957,797.0,0.0,14288.110107421875,17.92736525397977,797.0,0.0,3371.567626953125,4.230323245863394,797.0,0.0,72.66748809814453,0.09117627113945362,797.0,0.0,10606.035888671875,13.30744779005254,797.0,0.0,237.8387451171875,0.2984174970102729,1,2,12,#b36600,1,12,#b36600
13,480291110003,G48002901110003,48,029,111000,3,480291110003,Block Group 3,G5030,S,547678.0,0.0,+29.4425428,-098.4746580,4123.88530369,547677.479251,48,029,111000,3,0.6864244741873805,43620.0,613.0,0.0,26656.582363128662,43.485452468399124,617.0,0.0,23797.77629852295,38.57013986794643,609.0,0.0,10781.826965332031,17.7041493683613,609.0,0.0,2518.015579223633,4.1346725438811704,609.0,0.0,64.32772827148438,0.1056284536477576,609.0,0.0,8024.233337402344,13.176081013796953,609.0,0.0,175.24989128112793,0.28776665234996374,1,2,12,#b36600,0,02,#f3b300
14,480291111001,G48002901111001,48,029,111100,1,480291111001,Block Group 1,G5030,S,605391.0,0.0,+29.4400154,-098.4914947,3796.14677133,605387.455403,48,029,111100,1,0.8103448275862069,20519.0,653.0,0.0,28482.252014160156,43.61753754082719,665.0,0.0,31018.769590377808,46.64476630132001,678.0,0.0,11078.310424804688,16.339690892042313,678.0,0.0,2759.671844482422,4.070312454988823,678.0,0.0,43.36800479888916,0.06396460884791912,678.0,0.0,8088.37060546875,11.929750155558628,678.0,0.0,186.90010261535645,0.27566386816424254,1,2,12,#b36600,2,22,#000000
15,480291111002,G48002901111002,48,029,111100,2,480291111002,Block Group 2,G5030,S,497670.0,0.0,+29.4433556,-098.4961154,2816.16017727,497671.076464,48,029,111100,2,0.6343283582089552,24313.0,572.0,0.0,24927.731784820557,43.57995067276321,549.0,0.0,13291.815441131592,24.21095708767139,549.0,0.0,6016.120178222656,10.958324550496641,549.0,0.0,1833.9830627441406,3.3405884567288537,549.0,0.0,69.70601844787598,0.12696906821106735,549.0,0.0,3970.7360229492188,7.232670351455772,549.0,0.0,141.6956672668457,0.2580977545844184,0,2,02,#f3b300,1,12,#b36600
16,480291111003,G48002901111003,48,029,111100,3,480291111003,Block Group 3,G5030,S,230932.0,0.0,+29.4454360,-098.4896409,2002.2983233,230931.047646,48,029,111100,3,0.6853526220614828,41150.0,258.0,0.0,11211.221813201904,43.454348113185674,268.0,0.0,11421.814960479736,42.61871253910349,266.0,0.0,5165.523010253906,19.41925943704476,266.0,0.0,1041.7023620605469,3.9161742934607027,266.0,0.0,3.074162006378174,0.011557000023978097,266.0,0.0,4055.7532348632812,15.247192612267975,266.0,0.0,64.99306964874268,0.2443348483035439,1,2,12,#b36600,0,02,#f3b300
17,480291111004,G48002901111004,48,029,111100,4,480291111004,Block Group 4,G5030,S,1235816.0,0.0,+29.4389242,-098.4827638,5474.37690687,1235818.08888,48,029,111100,4,0.5443349753694582,72600.0,1373.0,0.0,59855.61197218473,43.594764728466664,1368.0,0.0,66216.69715881348,48.404018390945524,1378.0,0.0,20244.71095275879,14.691372244382285,1378.0,0.0,5100.43105506897,3.701328777263403,1378.0,0.0,238.83494567871094,0.17331998960719225,1378.0,0.0,14512.070091247559,10.531255508887924,1378.0,0.0,393.3754198551178,0.28546837435059347,0,2,02,#f3b300,0,02,#f3b300
18,480291201001,G48002901201001,48,029,120100,1,480291201001,Block Group 1,G5030,S,13443910.0,12024.0,+29.4608965,-098.4383400,23471.4004919,13455929.7444,48,029,120100,1,0.47132116004296454,24192.0,14931.0,0.0,637550.7464268445,42.69980218517477,14909.0,0.0,11244365.147932887,754.1998221163651,14965.0,0.0,253404.8671875,16.933168539091213,14965.0,0.0,69040.85107421875,4.6134882107730535,14965.0,0.0,4046.746757030487,0.270414083329802,14965.0,0.0,174472.6640625,11.65871460491146,14965.0,0.0,5844.603469848633,0.39055151819903994,0,1,01,#f3e6b3,1,11,#b3b3b3
19,480291203011,G48002901203011,48,029,120301,1,480291203011,Block Group 1,G5030,S,867510.0,0.0,+29.4905712,-098.4628914,3895.9603354,867511.396032,48,029,120301,1,0.16285924834193077,70987.0,963.0,0.0,40572.99962234497,42.13187915092936,943.0,0.0,357633.6971435547,379.2510043940135,966.0,0.0,24754.2548828125,25.62552265301501,966.0,0.0,5522.90771484375,5.717295771059782,966.0,0.0,26.63821029663086,0.027575787056553686,966.0,0.0,18799.5390625,19.461220561594203,966.0,0.0,405.1704559326172,0.41943111380188114,0,0,00,#f3f3f3,0,00,#f3f3f3
20,480291203012,G48002901203012,48,029,120301,2,480291203012,Block Group 2,G5030,S,803380.0,0.0,+29.4780503,-098.4619098,4849.29942088,803379.55921,48,029,120301,2,0.5296850800206505,54681.0,913.0,0.0,38459.40357589722,42.124209831212724,899.0,0.0,317783.26332092285,353.48527621904657,880.0,0.0,18697.892822265625,21.2476054798473,880.0,0.0,4391.823059082031,4.990708021684126,880.0,0.0,9.84456130862236,0.011187001487070863,880.0,0.0,13961.5166015625,15.86535977450284,880.0,0.0,334.70777893066406,0.3803497487848455,0,0,00,#f3f3f3,0,00,#f3f3f3
21,480291203021,G48002901203021,48,029,120302,1,480291203021,Block Group 1,G5030,S,874727.0,0.0,+29.4736427,-098.4671566,3940.81426425,874726.832347,48,029,120302,1,0.16638078902229847,157799.0,971.0,0.0,40460.66943359375,41.66907253717173,974.0,0.0,431961.5087585449,443.4923087870071,976.0,0.0,22443.103515625,22.994983110271516,976.0,0.0,5943.5576171875,6.089710673347849,976.0,0.0,54.3260612487793,0.05566194800079846,976.0,0.0,15927.66015625,16.319323930584016,976.0,0.0,517.5603637695312,0.5302872579605853,0,0,00,#f3f3f3,0,00,#f3f3f3
22,480291203022,G48002901203022,48,029,120302,2,480291203022,Block Group 2,G5030,S,707765.0,0.0,+29.4798339,-098.4716342,4338.58747116,707764.899449,48,029,120302,2,0.07666666666666666,128317.0,775.0,0.0,32059.44822241238,41.367029964403066,771.0,0.0,591252.5039367676,766.8644668440566,787.0,0.0,18838.857666015625,23.9375573901088,787.0,0.0,4511.715515136719,5.7328024334647,787.0,0.0,64.3902952671051,0.0818174018641742,787.0,0.0,13903.310302734375,17.66621385353796,787.0,0.0,359.44127655029297,0.4567233501274371,0,0,00,#f3f3f3,0,00,#f3f3f3
23,480291203023,G48002901203023,48,029,120302,3,480291203023,Block Group 3,G5030,S,404145.0,0.0,+29.4838941,-098.4728896,3214.84818728,404146.601859,48,029,120302,3,0.6355748373101953,83353.0,460.0,0.0,19109.392950313504,41.54215858763805,461.0,0.0,364968.39584350586,791.6884942375398,460.0,0.0,10807.2001953125,23.49391346807065,460.0,0.0,2664.713134765625,5.792854640794837,460.0,0.0,27.813030242919922,0.06046310922373896,460.0,0.0,7895.015625,17.163077445652174,460.0,0.0,219.65850830078125,0.4775184963060462,0,0,00,#f3f3f3,0,00,#f3f3f3
